pid	DOB	status	status_date	sex
2799	1986-10-10	alive	2016-12-31	F
2800	1969-03-01	dead	1997-11-04	M
2801	1959-06-27	dead	2011-03-07	F
2802	2007-12-21	dead	2009-09-15	M
2803	1956-01-19	dead	1972-03-25	F
2804	2006-12-05	dead	1960-07-15	M
2805	1969-02-06	dead	2011-10-02	F
2806	1987-11-20	dead	1966-07-20	M
2807	1993-10-27	dead	2015-01-22	F
2808	1962-05-09	dead	2003-04-17	M
2809	1983-10-31	dead	1978-08-05	F
2810	1997-10-21	dead	2002-12-26	M
2811	1985-04-21	dead	1980-11-14	F
2812	1988-06-04	dead	1980-07-29	M
2813	1997-08-08	dead	1961-05-06	F
2814	1996-03-12	dead	1978-06-10	M
2815	1987-06-09	dead	1977-12-22	F
2816	1947-11-19	dead	1962-09-08	M
2817	1941-05-07	dead	2007-07-23	F
2818	1971-10-07	dead	2001-11-06	M
2819	2000-12-27	dead	1969-03-03	F
2820	1990-11-12	dead	1980-03-30	M
2821	1983-05-25	dead	2002-10-31	F
2822	1963-02-22	dead	1995-02-08	M
2823	2000-06-05	dead	1995-05-21	F
2824	1942-05-24	dead	1960-10-21	M
2825	1997-05-28	dead	1977-11-04	F
2826	1940-03-14	dead	1981-10-29	M
2827	2001-06-09	dead	2014-02-24	F
2828	1981-07-12	dead	1976-02-29	M
2829	1951-08-13	dead	1996-01-03	F
2830	2006-04-22	dead	1979-05-18	M
2831	1982-02-12	dead	1976-12-13	F
2832	1978-08-07	dead	1975-09-01	M
2833	1990-10-12	alive	2016-12-31	F
2834	1982-06-07	dead	2015-10-29	M
2835	1941-05-29	dead	2012-05-29	F
2836	1942-04-08	alive	2016-12-31	M
2837	1956-08-30	dead	2013-09-01	F
2838	1942-12-10	dead	2016-07-29	M
2839	1957-04-26	alive	2016-12-31	F
2840	2002-03-12	dead	1989-04-16	M
2841	1984-05-13	dead	1972-02-04	F
2842	1985-02-22	alive	2016-12-31	M
2843	1979-07-27	dead	1966-08-11	F
2844	1965-12-11	dead	1961-03-14	M
2845	1952-11-18	dead	1964-10-14	F
2846	1945-05-29	dead	1983-06-08	M
2847	1973-07-13	dead	1961-08-21	F
2848	1996-05-17	dead	1983-05-19	M
2849	2007-01-31	dead	1964-02-16	F
2850	1992-02-14	alive	2016-12-31	M
2851	1970-07-24	alive	2016-12-31	F
2852	1945-01-15	dead	1966-10-19	M
2853	1988-11-21	dead	1998-03-15	F
2854	1970-05-01	dead	1983-01-27	M
2855	1940-08-10	alive	2016-12-31	F
2856	2005-08-09	dead	2002-02-27	M
2857	1966-08-12	alive	2016-12-31	F
2858	1962-02-22	alive	2016-12-31	M
2859	2004-11-04	dead	1965-11-29	F
2860	1948-07-22	alive	2016-12-31	M
2861	2009-10-03	dead	2000-01-16	F
2862	1958-08-05	dead	2009-09-29	M
2863	1984-11-07	dead	1983-06-26	F
2864	1954-09-20	alive	2016-12-31	M
2865	2003-12-14	dead	2001-05-29	F
2866	1994-08-25	dead	2005-09-30	M
2867	2007-03-12	alive	2016-12-31	F
2868	1965-10-31	dead	2002-01-09	M
2869	1948-05-30	dead	2012-09-10	F
2870	1941-02-02	dead	1985-07-05	M
2871	1972-10-03	dead	2004-10-17	F
2872	1968-12-11	dead	2005-07-16	M
2873	1948-12-26	dead	1993-11-07	F
2874	1996-01-27	alive	2016-12-31	M
2875	1956-04-13	alive	2016-12-31	F
2876	1988-03-16	alive	2016-12-31	M
2877	1965-08-13	dead	1987-05-12	F
2878	1994-03-15	alive	2016-12-31	M
2879	1984-08-30	alive	2016-12-31	F
2880	1942-04-30	dead	1973-02-03	M
2882	1985-11-19	dead	1979-10-29	M
2883	1982-12-29	dead	1991-01-08	F
2884	1983-03-26	dead	1981-03-21	M
2885	1940-12-31	alive	2016-12-31	F
2886	1975-04-14	dead	1972-08-05	M
2887	1961-07-01	dead	1982-08-04	F
2888	1989-08-09	dead	1988-11-16	M
2889	2002-01-25	dead	1991-11-12	F
2890	1985-05-23	dead	1998-11-15	M
2891	1973-06-14	dead	1986-03-20	F
2893	1959-06-08	dead	2005-11-05	F
2894	1941-05-17	dead	1964-12-31	M
2895	1946-03-05	dead	2007-04-03	F
2896	2009-10-04	dead	2016-06-15	M
2897	2007-04-18	dead	1990-10-29	F
2898	1962-12-15	dead	2010-05-06	M
2899	1980-11-12	alive	2016-12-31	F
2900	1990-10-16	dead	2016-12-19	M
2901	1961-04-05	dead	1984-04-15	F
2903	1971-12-08	dead	1973-07-21	F
2904	1968-02-01	dead	2008-04-07	M
2905	1995-03-21	dead	1987-12-07	F
2906	1940-12-30	dead	1979-09-09	M
2907	1948-02-28	alive	2016-12-31	F
2908	1981-03-08	dead	1992-01-01	M
2909	1977-07-22	dead	2009-05-14	F
2910	2008-05-28	alive	2016-12-31	M
2911	1940-07-02	dead	1975-08-02	F
2912	1947-05-18	dead	1971-02-21	M
2913	1943-12-12	dead	1965-12-13	F
2914	1970-11-10	dead	1975-09-16	M
2915	1947-11-11	alive	2016-12-31	F
2916	1966-10-05	dead	2008-05-17	M
2917	1944-12-14	alive	2016-12-31	F
2918	1954-08-02	dead	1998-08-22	M
2919	1965-07-23	dead	2000-08-23	F
2920	1959-04-29	dead	2000-06-17	M
2921	1972-01-13	dead	1984-12-14	F
2922	1990-06-18	dead	1978-05-03	M
2923	1948-11-18	dead	1997-04-24	F
2924	1975-11-01	dead	1968-03-25	M
2925	2001-03-14	dead	1984-10-29	F
2926	1962-07-23	dead	1991-10-19	M
2927	1955-11-26	dead	1972-08-30	F
2928	1962-10-06	dead	1960-04-28	M
2929	1996-11-10	dead	1995-11-06	F
2930	1957-09-05	dead	2013-09-28	M
2931	1986-02-03	dead	1983-06-25	F
2932	1969-07-19	dead	1982-08-21	M
2933	1952-11-07	dead	2000-03-26	F
2934	1966-12-24	dead	2008-03-18	M
2935	1957-10-29	alive	2016-12-31	F
2936	1950-03-23	dead	1978-03-10	M
2937	2007-01-17	alive	2016-12-31	F
2938	2005-06-08	dead	1988-09-28	M
2939	1991-05-22	dead	1964-10-07	F
2940	2003-03-21	alive	2016-12-31	M
2941	1979-11-29	dead	2005-04-19	F
2942	1949-09-11	dead	2008-03-15	M
2943	1975-10-22	dead	1990-07-09	F
2944	1965-06-24	dead	1964-08-02	M
2945	1997-01-24	dead	1983-08-18	F
2946	1974-09-18	alive	2016-12-31	M
2947	1970-02-07	dead	2006-05-25	F
2948	1987-10-08	dead	1965-02-09	M
2949	1964-01-26	dead	2016-06-11	F
2950	2003-07-22	dead	2008-11-07	M
2951	1952-12-06	dead	1991-06-01	F
2952	1994-09-08	dead	2011-04-16	M
2954	1960-06-02	alive	2016-12-31	M
2955	1943-10-28	dead	2016-07-28	F
2956	1946-05-19	dead	1980-03-12	M
2957	1978-08-08	dead	1976-01-11	F
2958	1996-09-24	dead	1960-01-29	M
2959	1944-01-07	dead	1967-11-20	F
2960	1974-07-07	dead	1977-09-01	M
2961	1991-02-15	dead	1974-08-26	F
2962	1941-09-02	dead	1999-03-18	M
2963	1951-03-23	dead	1992-12-12	F
2964	2007-04-22	dead	1992-11-05	M
2965	1945-06-15	dead	1985-02-15	F
2966	1979-05-01	dead	1990-04-24	M
2967	2009-10-16	dead	1990-02-24	F
2968	1984-09-07	dead	1986-02-24	M
2969	1955-04-20	dead	2007-10-02	F
2970	1999-12-27	alive	2016-12-31	M
2971	1952-09-21	dead	2011-11-06	F
2972	1960-01-21	alive	2016-12-31	M
2973	1996-06-06	alive	2016-12-31	F
2974	2009-09-20	dead	1987-04-07	M
2975	1954-06-28	dead	1976-03-02	F
2976	1975-04-07	alive	2016-12-31	M
2977	2003-08-08	dead	2016-10-24	F
2978	2002-08-22	dead	1967-10-09	M
2979	1942-10-21	dead	2011-04-17	F
2980	2002-01-26	dead	2002-09-04	M
2981	1946-06-11	dead	1979-02-28	F
2982	1966-06-03	dead	1968-11-15	M
2983	1954-03-03	dead	1963-10-01	F
2984	1976-11-10	dead	1988-01-11	M
2985	1956-05-14	alive	2016-12-31	F
2986	1996-11-18	alive	2016-12-31	M
2987	1994-07-02	dead	1995-03-29	F
2988	1949-01-30	alive	2016-12-31	M
2989	2005-09-27	dead	1965-05-11	F
2990	1958-01-03	dead	1969-03-15	M
2991	1970-12-01	dead	2000-06-01	F
2992	1969-08-13	dead	1963-07-05	M
2993	1963-04-09	dead	1999-11-28	F
2994	1977-12-30	dead	2010-06-02	M
2995	2008-12-05	dead	1999-01-28	F
2996	1998-08-04	alive	2016-12-31	M
2997	1983-10-01	alive	2016-12-31	F
2998	2004-10-09	dead	1973-01-03	M
2999	1959-05-21	dead	2014-05-16	F
3000	1998-11-25	dead	2010-10-16	M
3001	1958-10-29	dead	2016-10-15	F
3002	1952-05-13	alive	2016-12-31	M
3003	1989-06-21	alive	2016-12-31	F
3004	2005-02-03	alive	2016-12-31	M
3005	1940-12-10	dead	2016-01-30	F
3006	1991-05-14	dead	1961-04-09	M
3007	1997-10-26	dead	1994-12-10	F
3008	1950-12-07	alive	2016-12-31	M
3009	1975-05-03	dead	1971-10-18	F
3010	2000-07-09	dead	2014-04-27	M
3011	1962-03-13	dead	1996-10-24	F
3012	1998-01-28	alive	2016-12-31	M
3013	1961-11-06	dead	2010-05-25	F
3014	1940-05-22	dead	1966-04-22	M
3015	1980-09-11	dead	1966-07-17	F
3016	1949-09-03	dead	1972-08-13	M
3017	1944-12-27	dead	2001-06-18	F
3018	1980-06-19	dead	1988-04-05	M
3019	1945-12-04	dead	1986-05-08	F
3020	1983-07-16	alive	2016-12-31	M
3021	2008-12-03	dead	1991-06-20	F
3022	1978-12-12	dead	1964-03-08	M
3023	1943-08-25	dead	2016-06-19	F
3024	1960-09-15	dead	1999-09-18	M
3025	2007-09-18	dead	1978-12-14	F
3026	1966-08-21	dead	1963-06-24	M
3027	1984-04-16	alive	2016-12-31	F
3028	2002-10-24	dead	1967-01-08	M
3029	1956-02-01	dead	1988-03-31	F
3030	2005-04-11	dead	1996-12-13	M
3031	1993-04-20	dead	1974-05-19	F
3032	1976-07-08	alive	2016-12-31	M
3033	1953-01-30	dead	1999-06-05	F
3034	1953-04-22	dead	2001-04-17	M
3035	1967-04-18	dead	1966-10-05	F
3036	1998-07-05	dead	1979-03-04	M
3037	1997-01-13	alive	2016-12-31	F
3038	1999-06-28	dead	1985-11-01	M
3039	1944-10-25	alive	2016-12-31	F
3040	1996-06-28	dead	1997-04-06	M
3041	1974-09-09	dead	1975-09-18	F
3042	1969-08-31	dead	1999-01-07	M
3043	1978-01-26	alive	2016-12-31	F
3044	1949-10-06	dead	2001-02-27	M
3045	1958-09-13	dead	1969-11-27	F
3046	1985-11-10	dead	2000-11-12	M
3047	2003-09-02	dead	2012-09-22	F
3049	2002-06-18	dead	1980-05-10	F
3050	2001-04-28	alive	2016-12-31	M
3051	2000-08-10	alive	2016-12-31	F
3052	1944-02-21	dead	2002-04-18	M
3053	1948-05-29	dead	1961-11-27	F
3054	2009-10-31	alive	2016-12-31	M
3055	1966-04-21	dead	1984-07-20	F
3056	1995-05-05	dead	1983-10-04	M
3057	1968-09-25	dead	1979-11-17	F
3058	1963-02-14	dead	1970-04-08	M
3059	2005-05-29	alive	2016-12-31	F
3060	1975-11-26	dead	1995-02-06	M
3062	1983-03-22	dead	1987-11-22	M
3063	1994-10-24	dead	1983-02-07	F
3064	1963-04-20	dead	1980-01-27	M
3065	1969-04-23	alive	2016-12-31	F
3066	1986-04-03	alive	2016-12-31	M
3067	1956-03-29	dead	2006-03-17	F
3068	1953-03-19	dead	1983-04-25	M
3069	1984-10-16	alive	2016-12-31	F
3070	1969-04-22	dead	1972-11-03	M
3071	1963-09-01	dead	2010-05-22	F
3072	1974-03-04	dead	2015-11-30	M
3073	1971-11-14	dead	2009-07-11	F
3075	1973-02-27	dead	1979-10-25	F
3076	1994-01-31	dead	2015-06-02	M
3077	1964-08-30	alive	2016-12-31	F
3078	1952-11-22	alive	2016-12-31	M
3079	1961-12-26	dead	1974-08-05	F
3080	1972-11-14	dead	2010-08-11	M
3081	1975-06-28	dead	2014-10-26	F
3082	1980-10-09	dead	1993-02-12	M
3083	1981-07-05	dead	1984-03-28	F
3084	1942-11-03	dead	2010-09-21	M
3085	2008-04-26	dead	2009-12-24	F
3086	1950-09-15	alive	2016-12-31	M
3087	1946-02-21	dead	1962-12-04	F
3088	2002-07-08	dead	1983-03-29	M
3089	1989-01-20	dead	1999-07-13	F
3090	1986-12-17	dead	1982-12-28	M
3091	1949-04-02	dead	1964-06-25	F
3093	1982-05-26	dead	1994-07-01	F
3094	2008-01-05	dead	1994-05-23	M
3095	1969-04-01	dead	1961-06-22	F
3096	2003-05-31	dead	1991-08-11	M
3097	1960-08-23	dead	1960-04-11	F
3098	1957-04-10	dead	2016-12-29	M
3099	1982-06-21	dead	1983-07-16	F
3100	1940-03-25	dead	1973-05-10	M
3101	1983-10-12	dead	1970-12-16	F
3102	1965-07-04	dead	2008-12-13	M
3103	1945-06-07	dead	2000-09-25	F
3104	1946-03-16	dead	2015-08-27	M
3105	1985-06-27	dead	1985-01-05	F
3106	1996-07-06	dead	1960-02-25	M
3107	1994-04-19	dead	2004-08-04	F
3108	2002-05-09	alive	2016-12-31	M
3109	1999-05-30	dead	1962-07-03	F
3110	1994-03-27	dead	2000-03-01	M
3111	1961-07-13	dead	2006-03-06	F
3112	1970-08-20	dead	1966-05-03	M
3113	1976-11-14	dead	1966-05-04	F
3114	1958-06-03	dead	1976-02-20	M
3115	1965-11-28	alive	2016-12-31	F
3116	1967-04-30	alive	2016-12-31	M
3117	1961-12-05	dead	2013-11-27	F
3118	1965-02-14	alive	2016-12-31	M
3119	1988-09-01	dead	2009-05-25	F
3120	1994-03-14	dead	1970-05-19	M
3121	1974-06-20	dead	2016-03-17	F
3122	1973-04-27	dead	1991-10-01	M
3123	1985-04-14	alive	2016-12-31	F
3124	1949-09-15	dead	1979-04-29	M
3125	1948-10-23	dead	2013-08-19	F
3126	1950-02-21	dead	1975-12-03	M
3127	1943-03-11	dead	1993-12-28	F
3128	1945-08-16	dead	1999-09-20	M
3130	1978-07-03	dead	1997-12-04	M
3131	1960-08-11	alive	2016-12-31	F
3132	1946-12-22	dead	1960-09-10	M
3133	1983-04-09	dead	2009-02-18	F
3134	1977-11-20	dead	1996-02-27	M
3135	1955-11-19	dead	1970-10-04	F
3136	1998-04-12	alive	2016-12-31	M
3137	1951-08-07	dead	2006-02-21	F
3138	1988-06-10	dead	2003-04-01	M
3139	1964-02-18	dead	1962-05-09	F
3140	2005-06-01	dead	1998-02-04	M
3141	1951-05-03	dead	1986-04-12	F
3142	1974-04-16	dead	1985-10-02	M
3143	2004-01-25	alive	2016-12-31	F
3144	1973-09-26	dead	1966-07-07	M
3145	1996-05-18	alive	2016-12-31	F
3146	1941-05-10	dead	1973-06-09	M
3147	1999-12-26	dead	1993-07-08	F
3148	1984-12-09	dead	1964-12-17	M
3149	1957-10-09	alive	2016-12-31	F
3150	1972-04-26	alive	2016-12-31	M
3151	1992-10-30	dead	1961-05-15	F
3152	1983-02-09	dead	2011-07-17	M
3153	1966-04-11	alive	2016-12-31	F
3154	1984-01-14	dead	1992-07-07	M
3155	1988-06-08	dead	1985-10-05	F
3156	1944-01-11	dead	1999-03-16	M
3157	1943-06-16	dead	1972-03-27	F
3158	1969-05-07	dead	1973-05-28	M
3159	1971-10-24	dead	1976-05-05	F
3160	1947-11-27	dead	1991-03-02	M
3161	1958-05-24	dead	1990-01-09	F
3162	1942-10-17	dead	1978-10-08	M
3163	1946-03-28	dead	1987-05-30	F
3164	1993-07-10	dead	1982-02-05	M
3165	2006-06-29	dead	1970-01-27	F
3166	1967-11-22	alive	2016-12-31	M
3167	1960-09-03	dead	1988-10-06	F
3168	1967-06-25	alive	2016-12-31	M
3169	1942-01-04	dead	1976-12-12	F
3171	1983-06-24	dead	2006-02-08	F
3172	2004-02-05	dead	2015-03-24	M
3173	1980-11-16	dead	1992-07-13	F
3174	1995-01-15	dead	1996-11-25	M
3175	1961-05-23	dead	1979-10-20	F
3176	1996-07-01	dead	1986-02-12	M
3177	1960-04-01	dead	1993-05-29	F
3178	2007-08-13	dead	1960-10-12	M
3179	1956-01-25	dead	1982-02-03	F
3180	1949-06-12	dead	1980-06-17	M
3181	1942-06-12	alive	2016-12-31	F
3182	1940-09-24	dead	2012-06-22	M
3183	2003-02-17	dead	2016-09-10	F
3184	1955-05-03	dead	1971-02-09	M
3186	1989-01-30	dead	1961-07-10	M
3187	1950-08-22	dead	2015-10-02	F
3188	1940-04-03	alive	2016-12-31	M
3189	1975-02-16	dead	1971-11-11	F
3190	1998-03-30	dead	1978-07-01	M
3191	1991-01-07	dead	2005-02-20	F
3192	1949-05-31	dead	1974-07-17	M
3193	1955-10-04	alive	2016-12-31	F
3194	1992-06-12	dead	1966-09-10	M
3195	1991-04-24	alive	2016-12-31	F
3196	1992-02-02	dead	1992-08-01	M
3197	1992-06-17	dead	1964-02-11	F
3198	1979-05-03	alive	2016-12-31	M
3199	1948-04-02	alive	2016-12-31	F
3200	1944-04-02	dead	1961-09-05	M
3201	1982-12-15	dead	1991-02-07	F
3202	1958-08-26	alive	2016-12-31	M
3203	1947-01-20	dead	2001-03-21	F
3204	1981-06-30	dead	2016-11-04	M
3206	1988-09-13	dead	1962-01-31	M
3207	2007-09-08	alive	2016-12-31	F
3208	1997-05-24	alive	2016-12-31	M
3209	1998-03-31	dead	2004-02-10	F
3210	1976-09-02	dead	2000-02-22	M
3211	1999-10-27	dead	1961-10-24	F
3212	1979-02-27	dead	1962-02-09	M
3213	1993-05-04	dead	1969-08-06	F
3214	1969-06-16	dead	1970-09-25	M
3215	1965-02-26	alive	2016-12-31	F
3216	1945-07-14	dead	2000-03-04	M
3218	2007-04-17	dead	1975-02-19	M
3219	1963-11-30	dead	2006-08-19	F
3220	1996-11-16	dead	1972-01-03	M
3221	1989-04-06	dead	1984-08-30	F
3222	2005-01-27	alive	2016-12-31	M
3223	1993-01-21	dead	1980-07-26	F
3224	2007-06-18	dead	1965-12-28	M
3225	2001-10-30	dead	2011-04-22	F
3226	1951-06-22	dead	1970-01-21	M
3227	1997-11-09	dead	1993-06-14	F
3228	1943-05-11	alive	2016-12-31	M
3229	1999-05-13	dead	2014-04-11	F
3230	1973-11-03	alive	2016-12-31	M
3231	1980-01-15	dead	1992-08-19	F
3232	1969-05-17	dead	2009-05-02	M
3233	2008-04-12	dead	1989-01-05	F
3234	2008-11-08	dead	1982-10-17	M
3235	1945-09-08	dead	1960-03-08	F
3236	2002-08-08	dead	2011-12-15	M
3237	1970-08-12	dead	1980-07-10	F
3238	1940-11-23	dead	1962-09-26	M
3239	1978-01-29	dead	2013-08-05	F
3240	1978-12-18	dead	2006-03-01	M
3241	1963-08-12	dead	2014-06-07	F
3242	1959-04-05	dead	1986-12-13	M
3243	1945-10-13	dead	1962-06-18	F
3244	1964-08-19	dead	1965-07-02	M
3245	1964-12-28	dead	1982-01-23	F
3246	2002-06-16	dead	2005-04-11	M
3247	1967-07-27	dead	1963-03-02	F
3248	1989-09-11	dead	1965-02-04	M
3249	1988-06-22	dead	1960-04-16	F
3252	1992-02-12	dead	1991-09-04	M
3253	1997-04-06	dead	2016-09-08	F
3254	1952-10-30	dead	1963-03-01	M
3255	1977-08-23	dead	1968-05-19	F
3257	1971-09-11	dead	1962-07-12	F
3258	1986-12-14	dead	1996-02-18	M
3259	1982-08-10	dead	1997-06-08	F
3260	1983-06-07	dead	1992-04-12	M
3261	1970-03-06	dead	1963-08-05	F
3262	1977-03-10	dead	2004-04-15	M
3263	1973-01-03	dead	2005-12-26	F
3264	1971-09-24	dead	1972-12-13	M
3265	1950-08-23	dead	1996-01-27	F
3266	1983-09-06	dead	2000-08-12	M
3267	1977-06-19	alive	2016-12-31	F
3268	2001-11-26	dead	1972-10-28	M
3269	1969-04-30	dead	2005-03-24	F
3270	2000-05-11	dead	1977-11-26	M
3271	1987-04-19	dead	1974-10-17	F
3272	1975-01-19	dead	1976-01-13	M
3273	1978-02-11	dead	1978-06-29	F
3274	1968-03-10	dead	1977-10-18	M
3275	2009-06-28	dead	2013-02-21	F
3276	1943-02-15	dead	2004-07-08	M
3277	2006-09-11	alive	2016-12-31	F
3278	1958-07-31	alive	2016-12-31	M
3279	2005-12-06	dead	2007-04-17	F
3280	1958-05-18	dead	1995-11-02	M
3281	1969-11-21	dead	1972-07-15	F
3282	1951-02-22	dead	1975-09-25	M
3283	1970-01-06	dead	1993-07-30	F
3284	1993-01-29	dead	1989-06-02	M
3285	1989-11-03	dead	2009-05-31	F
3286	1976-05-11	dead	1986-03-08	M
3287	1996-11-04	alive	2016-12-31	F
3289	1950-08-07	dead	2004-08-22	F
3290	1978-07-23	dead	1964-03-01	M
3291	1964-08-14	dead	2008-09-06	F
3292	2005-07-05	dead	2010-05-14	M
3293	1958-01-20	dead	1968-09-20	F
3294	1948-02-19	dead	1990-10-21	M
3295	1944-01-20	dead	2011-03-28	F
3296	1944-01-21	alive	2016-12-31	M
3297	1979-11-08	dead	2004-12-05	F
3298	2004-06-14	dead	1967-09-02	M
3299	1943-09-26	dead	1961-11-28	F
3300	1998-02-15	alive	2016-12-31	M
3301	1951-09-25	dead	1986-09-04	F
3302	1947-05-02	dead	1986-11-02	M
3303	1971-01-31	dead	2014-04-18	F
3304	2007-05-14	dead	1983-12-08	M
3305	1969-10-12	alive	2016-12-31	F
3306	1982-03-10	dead	1992-04-06	M
3307	2003-09-24	dead	1984-08-11	F
3308	2003-08-07	dead	2000-07-06	M
3309	1971-10-03	alive	2016-12-31	F
3310	2006-12-23	dead	2004-12-04	M
3311	1999-07-12	dead	1978-12-23	F
3312	1958-10-11	dead	1978-08-14	M
3313	1994-04-20	dead	1987-01-21	F
3315	1958-02-03	dead	2016-06-20	F
3316	1975-08-19	dead	1973-02-20	M
3317	1947-02-27	dead	2013-12-27	F
3318	1971-04-23	dead	1976-08-25	M
3319	1965-11-02	dead	1962-03-13	F
3320	1972-10-11	dead	1998-01-22	M
3321	1995-10-14	dead	1990-02-21	F
3322	2009-08-12	dead	2000-05-05	M
3323	1995-12-04	alive	2016-12-31	F
3324	1968-07-12	dead	1990-06-15	M
3325	1997-12-03	alive	2016-12-31	F
3326	1977-11-04	dead	1975-02-11	M
3327	1988-03-03	dead	2002-12-06	F
3328	1980-08-31	dead	1980-04-04	M
3329	1961-07-27	dead	1968-03-10	F
3330	1970-05-30	dead	2006-05-20	M
3331	1962-02-05	dead	2013-12-22	F
3332	1948-11-03	dead	2012-06-13	M
3333	1999-07-05	dead	1966-06-22	F
3334	1989-09-21	alive	2016-12-31	M
3335	2006-10-08	dead	2009-10-30	F
3336	1954-08-25	dead	1977-03-29	M
3337	1947-10-12	dead	2012-02-17	F
3338	1977-10-03	dead	1989-06-21	M
3340	1975-01-16	dead	2015-09-26	M
3341	1951-02-14	dead	1999-04-05	F
3342	1947-11-25	dead	1991-04-25	M
3343	1942-03-22	dead	2011-07-29	F
3344	2007-03-13	dead	1968-11-16	M
3345	1942-06-11	dead	1966-04-03	F
3346	1958-05-20	dead	1972-03-18	M
3347	1988-06-16	alive	2016-12-31	F
3348	1993-11-25	alive	2016-12-31	M
3349	1963-09-24	alive	2016-12-31	F
3350	1967-07-06	dead	1975-09-27	M
3351	1940-06-19	dead	1993-05-09	F
3352	1952-12-26	dead	1993-05-25	M
3353	1997-10-22	alive	2016-12-31	F
3354	1976-08-20	dead	1985-11-25	M
3355	2003-11-30	dead	1980-10-13	F
3356	1972-09-22	alive	2016-12-31	M
3357	1942-05-14	dead	1987-06-24	F
3358	1985-08-20	dead	1990-02-13	M
3359	1940-09-19	alive	2016-12-31	F
3360	1973-04-19	alive	2016-12-31	M
3362	1964-01-08	dead	1965-12-10	M
3363	2009-05-18	dead	2014-03-02	F
3364	1983-02-26	dead	2005-04-27	M
3365	1956-02-11	alive	2016-12-31	F
3366	1969-03-27	alive	2016-12-31	M
3367	1960-10-18	alive	2016-12-31	F
3368	2003-09-08	dead	2012-09-01	M
3369	1976-08-25	dead	1961-02-07	F
3370	2003-12-29	dead	1999-07-22	M
3371	2008-08-28	dead	2007-07-31	F
3372	1976-11-05	dead	2001-09-25	M
3373	1983-01-29	dead	1962-11-10	F
3374	1979-04-07	dead	2011-01-27	M
3375	2009-09-12	dead	2008-05-16	F
3376	1975-04-22	alive	2016-12-31	M
3377	1998-01-17	dead	2008-04-25	F
3378	1982-10-26	dead	1989-10-29	M
3379	1948-09-10	dead	2000-01-13	F
3380	1971-11-28	dead	1963-07-14	M
3381	1967-06-29	alive	2016-12-31	F
3382	1965-06-19	dead	1989-11-13	M
3383	1999-11-02	dead	2000-05-10	F
3384	1996-12-19	dead	1984-07-13	M
3385	1981-09-16	dead	1983-11-22	F
3386	1973-11-12	dead	1979-04-04	M
3387	1976-05-07	alive	2016-12-31	F
3388	1987-08-30	dead	2009-02-05	M
3389	1970-04-08	dead	1978-06-19	F
3390	1953-02-21	dead	2004-12-08	M
3391	1981-05-18	dead	2007-05-04	F
3392	1956-05-09	dead	1992-09-05	M
3393	1974-01-03	dead	1990-03-18	F
3394	1986-05-21	dead	2003-11-13	M
3395	1959-12-02	dead	2007-09-16	F
3396	1984-03-11	dead	1979-01-10	M
3397	1978-11-22	dead	2005-10-21	F
3398	1969-05-03	dead	1967-03-27	M
3399	1973-08-13	dead	2010-03-25	F
3400	1987-12-27	dead	2016-01-14	M
3401	1947-05-22	dead	1976-07-11	F
3402	1968-08-21	dead	1995-05-02	M
3403	1968-02-11	alive	2016-12-31	F
3404	2002-03-18	dead	1978-06-12	M
3405	1985-10-16	dead	2016-07-18	F
3406	1993-03-05	alive	2016-12-31	M
3407	1973-08-18	dead	2013-11-12	F
3408	2009-03-08	dead	1991-02-23	M
3409	1951-10-02	dead	2014-01-27	F
3410	1950-07-16	alive	2016-12-31	M
3412	1958-11-13	dead	1968-01-17	M
3413	1943-08-23	dead	1976-05-06	F
3414	1988-07-31	dead	2011-04-28	M
3415	1970-09-30	dead	2001-07-17	F
3416	2000-11-06	dead	2007-03-07	M
3417	1959-11-01	alive	2016-12-31	F
3418	1943-09-01	alive	2016-12-31	M
3419	1998-05-21	alive	2016-12-31	F
3420	1958-12-15	alive	2016-12-31	M
3421	1988-09-18	dead	2001-03-28	F
3422	1962-01-08	dead	1996-04-21	M
3423	2007-08-26	dead	1966-05-20	F
3424	1964-01-03	dead	1995-04-15	M
3425	1940-07-08	dead	1966-01-11	F
3426	1940-08-22	dead	1969-05-04	M
3427	1993-09-21	dead	1969-07-12	F
3428	1963-04-25	dead	2002-07-02	M
3429	1940-05-29	dead	2016-10-03	F
3431	1992-12-18	dead	2009-02-12	F
3432	1990-03-20	dead	1995-11-20	M
3433	1976-06-28	dead	1986-11-25	F
3434	1996-02-04	dead	1971-05-10	M
3435	1947-01-02	dead	1986-05-10	F
3436	1951-05-20	alive	2016-12-31	M
3437	1948-07-15	dead	1978-01-26	F
3438	1976-02-14	dead	1963-11-05	M
3439	1970-06-11	alive	2016-12-31	F
3440	1999-02-26	dead	2011-07-06	M
3441	1963-11-19	dead	1981-04-26	F
3442	1950-04-09	dead	1994-07-21	M
3443	1996-06-16	dead	1994-01-15	F
3444	1993-08-30	dead	1982-01-13	M
3445	1972-02-01	dead	1978-05-21	F
3446	1975-06-24	alive	2016-12-31	M
3447	1959-09-07	dead	2010-05-29	F
3448	1994-07-15	dead	1979-12-22	M
3449	1941-01-09	dead	2010-07-08	F
3450	1992-04-14	dead	1999-10-08	M
3451	1946-12-23	dead	2007-06-24	F
3452	1954-05-01	dead	1993-10-15	M
3453	1985-06-15	dead	1972-06-08	F
3454	1972-11-20	dead	1986-06-27	M
3455	2003-04-29	dead	2004-12-20	F
